--------- beginning of system
10-30 23:01:45.893  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.packageinstaller/com.android.packageinstaller.PackageInstalledReceiver
10-30 23:01:54.852  1444  2047 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SMS in package: com.google.hxz at: Binary XML file line #48
10-30 23:01:54.852  1444  2047 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.google.hxz at: Binary XML file line #51
10-30 23:01:54.852  1444  2047 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_SMS in package: com.google.hxz at: Binary XML file line #53
10-30 23:01:54.852  1444  2047 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_MMS in package: com.google.hxz at: Binary XML file line #54
10-30 23:01:54.852  1444  2047 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_NETWORK_STATE in package: com.google.hxz at: Binary XML file line #55
10-30 23:01:54.853  1444  2047 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.MODIFY_AUDIO_SETTINGS in package: com.google.hxz at: Binary XML file line #57
10-30 23:01:54.862  1444  1833 I PackageManager: Integrity check passed for file:///data/app/vmdl854175009.tmp
10-30 23:01:54.877  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.google.hxz at: Binary XML file line #38
10-30 23:01:54.877  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.google.hxz at: Binary XML file line #39
10-30 23:01:54.877  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.google.hxz at: Binary XML file line #40
10-30 23:01:54.877  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_WIFI_STATE in package: com.google.hxz at: Binary XML file line #43
10-30 23:01:54.878  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.google.hxz at: Binary XML file line #44
10-30 23:01:54.878  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_EXTERNAL_STORAGE in package: com.google.hxz at: Binary XML file line #45
10-30 23:01:54.878  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_CONTACTS in package: com.google.hxz at: Binary XML file line #47
10-30 23:01:54.878  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SMS in package: com.google.hxz at: Binary XML file line #48
10-30 23:01:54.878  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.google.hxz at: Binary XML file line #51
10-30 23:01:54.878  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_SMS in package: com.google.hxz at: Binary XML file line #53
10-30 23:01:54.878  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_MMS in package: com.google.hxz at: Binary XML file line #54
10-30 23:01:54.878  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_NETWORK_STATE in package: com.google.hxz at: Binary XML file line #55
10-30 23:01:54.878  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.MODIFY_AUDIO_SETTINGS in package: com.google.hxz at: Binary XML file line #57
10-30 23:01:54.949  1444  1673 V StorageManagerService: Package null has legacy storage
10-30 23:01:54.967  1444  3260 W AppOps  : setUidMode() called with a mode inconsistent with runtime permission state, this is discouraged and you should revoke the runtime permission instead: uid=10125, switchCode=1, mode=4, permission=android.permission.ACCESS_BACKGROUND_LOCATION
10-30 23:01:54.969  1444  5204 W AppOps  : setUidMode() called with a mode inconsistent with runtime permission state, this is discouraged and you should revoke the runtime permission instead: uid=10125, switchCode=0, mode=4, permission=android.permission.ACCESS_BACKGROUND_LOCATION
10-30 23:01:55.245  1444  2051 I ActivityManager: Background started FGS: Allowed [callingPackage: com.google.android.apps.wellbeing; callingUid: 10121; uidState: BFGS; intent: Intent { cmp=com.google.android.apps.wellbeing/com.google.apps.tiktok.concurrent.InternalForegroundService (has extras) }; code:BACKGROUND_ACTIVITY_PERMISSION; tempAllowListReason:<null>; targetSdkVersion:33; callerTargetSdkVersion:33; startForegroundCount:0; bindFromPackage:null]
10-30 23:01:55.328  1444  1833 V BackupManagerService: [UserID:0] restoreAtInstall pkg=com.google.hxz token=34 restoreSet=0
10-30 23:01:55.328  1444  1833 V BackupManagerService: [UserID:0] Finishing install immediately
10-30 23:01:55.330  1444  1833 D PackageInstallerSession: Marking session 854175009 as applied
10-30 23:01:55.336  1444  1833 D CompatibilityChangeReporter: Compat change id reported: 168419799; UID 10242; state: DISABLED
10-30 23:01:55.336  1444  1833 D CompatibilityChangeReporter: Compat change id reported: 273564678; UID 10242; state: DISABLED
10-30 23:01:55.341  1444  2922 D CompatibilityChangeReporter: Compat change id reported: 218533173; UID 10242; state: DISABLED
10-30 23:01:55.345  1444  1444 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@AyM
10-30 23:01:55.345  1444  5548 W BroadcastQueue: u0 Receiving a broadcast in packagecom.jr.narutoii requires a permissions review
10-30 23:01:55.345  1444  5548 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.jr.narutoii/com.joyriver.engine.proxy.EngineReceiver
10-30 23:01:55.352  1444  1444 V BackupManagerConstants: getFullBackupIntervalMilliseconds(...) returns 86400000
10-30 23:01:55.353  1444  1444 V BackupManagerConstants: getFullBackupRequiredNetworkType(...) returns 2
10-30 23:01:55.353  1444  1444 V BackupManagerConstants: getFullBackupRequireCharging(...) returns true
10-30 23:01:55.373  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.android.buyer requires a permissions review
10-30 23:01:55.373  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.android.buyer/.mRve
10-30 23:01:55.374  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.packageinstaller/com.android.packageinstaller.PackageInstalledReceiver
10-30 23:01:55.374  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemonitor.impl.PackageMonitorReceiverImpl$RegisteredReceiver
10-30 23:01:55.374  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemonitor.backgroundimpl.BackgroundPackageMonitorReceiverImpl$RegisteredReceiver
10-30 23:01:55.375  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.games.chimera.GamesSystemBroadcastReceiverProxy
10-30 23:01:55.375  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.gass.chimera.PackageChangeBroadcastReceiver
10-30 23:01:55.375  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
10-30 23:01:55.375  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.googlequicksearchbox/com.google.android.apps.gsa.googlequicksearchbox.GelStubAppWatcher
10-30 23:01:55.375  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.cncd.japan.janli.shudu requires a permissions review
10-30 23:01:55.375  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.cncd.japan.janli.shudu/net.l.k.r
10-30 23:01:55.375  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.cncd.japan.janli.shudu requires a permissions review
10-30 23:01:55.375  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.cncd.japan.janli.shudu/com.feiwofour.coverscreen.SR
10-30 23:01:55.375  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.games.mengmeizhitd requires a permissions review
10-30 23:01:55.375  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.games.mengmeizhitd/hjnw.ihjnw.i.isqly
10-30 23:01:55.375  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.hgperfko.yaeghrwx requires a permissions review
10-30 23:01:55.375  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.hgperfko.yaeghrwx/.core.hLytdCQDBv
10-30 23:01:55.375  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.qiuqiu.dfmc requires a permissions review
10-30 23:01:55.375  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.qiuqiu.dfmc/cn.jpush.android.service.PushReceiver
10-30 23:01:55.375  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.safesys.viruskiller requires a permissions review
10-30 23:01:55.375  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.safesys.viruskiller/.ScanPackageBroadcast
10-30 23:01:55.375  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.uc108.mobile.sdgj.bd1 requires a permissions review
10-30 23:01:55.375  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.uc108.mobile.sdgj.bd1/com.baidu.tiebasdk.service.InstallReceiver
10-30 23:01:55.375  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packageio.dcloud.H5BC6BF13 requires a permissions review
10-30 23:01:55.375  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to io.dcloud.H5BC6BF13/io.dcloud.common.adapter.io.DownloadReceiver
10-30 23:01:55.393  1444  1830 E VerityUtils: Failed to measure fs-verity, errno 1: /data/app/~~6wMTvSo6kpLEodjz1YfTRQ==/com.google.hxz-Upz902yAZTfhuu5vOT9Ccw==/base.apk
10-30 23:01:55.397  1444  1685 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
10-30 23:01:55.408  1444  5552 D CompatibilityChangeReporter: Compat change id reported: 161252188; UID 10242; state: DISABLED
10-30 23:01:55.425  1444  1444 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@AyY
10-30 23:01:55.440  1444  4177 W BackupTransportManager: Package com.google.hxz enabled setting: 0
10-30 23:01:55.453  1444  1444 I NotificationService: Cannot find enqueued record for key: 0|com.google.android.apps.wellbeing|174344743|null|10121
10-30 23:01:55.475  1444  1833 E PackageManager: ERROR: could not load root hash from incremental install
10-30 23:01:55.480  1444  2047 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.DISABLE_KEYGUARD in package: bzyz.osqak.rcbmn at: Binary XML file line #22
10-30 23:01:55.525  1444  1685 W PackageManager: Failed registering loading progress callback. Package is fully loaded.
10-30 23:01:55.525  1444  1833 I PackageManager: Integrity check passed for file:///data/app/vmdl2013867333.tmp
10-30 23:01:55.541  1444  1833 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.DISABLE_KEYGUARD in package: bzyz.osqak.rcbmn at: Binary XML file line #22
10-30 23:01:55.544  1444  1685 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
10-30 23:01:55.619  1444  1673 V StorageManagerService: Package null has legacy storage
10-30 23:01:55.674  1444  5542 W AppOps  : setUidMode() called with a mode inconsistent with runtime permission state, this is discouraged and you should revoke the runtime permission instead: uid=10125, switchCode=0, mode=4, permission=android.permission.ACCESS_BACKGROUND_LOCATION
10-30 23:01:55.745  1444  1833 V BackupManagerService: [UserID:0] restoreAtInstall pkg=bzyz.osqak.rcbmn token=35 restoreSet=0
10-30 23:01:55.745  1444  1833 V BackupManagerService: [UserID:0] Finishing install immediately
10-30 23:01:55.746  1444  1833 D PackageInstallerSession: Marking session 2013867333 as applied
10-30 23:01:55.750  1444  1833 D CompatibilityChangeReporter: Compat change id reported: 168419799; UID 10243; state: DISABLED
10-30 23:01:55.750  1444  1833 D CompatibilityChangeReporter: Compat change id reported: 273564678; UID 10243; state: DISABLED
10-30 23:01:55.755  1444  2922 D CompatibilityChangeReporter: Compat change id reported: 218533173; UID 10243; state: DISABLED
10-30 23:01:55.770  1444  1444 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@Ayk
10-30 23:01:55.777  1444  1444 V BackupManagerConstants: getFullBackupIntervalMilliseconds(...) returns 86400000
10-30 23:01:55.777  1444  1444 V BackupManagerConstants: getFullBackupRequiredNetworkType(...) returns 2
10-30 23:01:55.777  1444  1444 V BackupManagerConstants: getFullBackupRequireCharging(...) returns true
10-30 23:01:55.788  1444  5554 W BroadcastQueue: u0 Receiving a broadcast in packagecom.jr.narutoii requires a permissions review
10-30 23:01:55.788  1444  5554 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.jr.narutoii/com.joyriver.engine.proxy.EngineReceiver
10-30 23:01:55.795  1444  1685 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
10-30 23:01:55.823  1444  1833 E PackageManager: ERROR: could not load root hash from incremental install
10-30 23:01:55.830  1444  2051 D CompatibilityChangeReporter: Compat change id reported: 161252188; UID 10243; state: DISABLED
10-30 23:01:55.837  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.android.buyer requires a permissions review
10-30 23:01:55.837  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.android.buyer/.mRve
10-30 23:01:55.846  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.packageinstaller/com.android.packageinstaller.PackageInstalledReceiver
10-30 23:01:55.846  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemonitor.impl.PackageMonitorReceiverImpl$RegisteredReceiver
10-30 23:01:55.847  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemonitor.backgroundimpl.BackgroundPackageMonitorReceiverImpl$RegisteredReceiver
10-30 23:01:55.849  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.games.chimera.GamesSystemBroadcastReceiverProxy
10-30 23:01:55.849  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.gass.chimera.PackageChangeBroadcastReceiver
10-30 23:01:55.849  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
10-30 23:01:55.849  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.googlequicksearchbox/com.google.android.apps.gsa.googlequicksearchbox.GelStubAppWatcher
10-30 23:01:55.849  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.cncd.japan.janli.shudu requires a permissions review
10-30 23:01:55.849  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.cncd.japan.janli.shudu/net.l.k.r
10-30 23:01:55.849  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.cncd.japan.janli.shudu requires a permissions review
10-30 23:01:55.850  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.cncd.japan.janli.shudu/com.feiwofour.coverscreen.SR
10-30 23:01:55.850  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.games.mengmeizhitd requires a permissions review
10-30 23:01:55.850  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.games.mengmeizhitd/hjnw.ihjnw.i.isqly
10-30 23:01:55.850  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.hgperfko.yaeghrwx requires a permissions review
10-30 23:01:55.850  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.hgperfko.yaeghrwx/.core.hLytdCQDBv
10-30 23:01:55.852  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.qiuqiu.dfmc requires a permissions review
10-30 23:01:55.852  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.qiuqiu.dfmc/cn.jpush.android.service.PushReceiver
10-30 23:01:55.852  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.safesys.viruskiller requires a permissions review
10-30 23:01:55.852  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.safesys.viruskiller/.ScanPackageBroadcast
10-30 23:01:55.852  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.uc108.mobile.sdgj.bd1 requires a permissions review
10-30 23:01:55.852  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.uc108.mobile.sdgj.bd1/com.baidu.tiebasdk.service.InstallReceiver
10-30 23:01:55.852  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packageio.dcloud.H5BC6BF13 requires a permissions review
10-30 23:01:55.852  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to io.dcloud.H5BC6BF13/io.dcloud.common.adapter.io.DownloadReceiver
10-30 23:01:55.861  1444  1830 E VerityUtils: Failed to measure fs-verity, errno 1: /data/app/~~oT1unOFj4c7n7KwURBQ3xA==/bzyz.osqak.rcbmn-bFpW1sCPaYtN7ZE9gMyg8g==/base.apk
10-30 23:01:55.892  1444  1444 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@Ayw
10-30 23:01:55.894  1444  4177 W BackupTransportManager: Package bzyz.osqak.rcbmn enabled setting: 0
10-30 23:01:55.897  1444  3260 W AppOps  : setUidMode() called with a mode inconsistent with runtime permission state, this is discouraged and you should revoke the runtime permission instead: uid=10125, switchCode=1, mode=4, permission=android.permission.ACCESS_BACKGROUND_LOCATION
10-30 23:01:55.903  1444  5204 W AppOps  : setUidMode() called with a mode inconsistent with runtime permission state, this is discouraged and you should revoke the runtime permission instead: uid=10125, switchCode=0, mode=4, permission=android.permission.ACCESS_BACKGROUND_LOCATION
10-30 23:01:55.909  1444  1833 I PackageManager: Integrity check passed for file:///data/app/vmdl1778444664.tmp
10-30 23:01:55.910  1444  1685 W PackageManager: Failed registering loading progress callback. Package is fully loaded.
10-30 23:01:55.923  1444  1685 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
10-30 23:01:56.035  1444  1673 V StorageManagerService: Package null has legacy storage
10-30 23:01:56.165  1444  1833 V BackupManagerService: [UserID:0] restoreAtInstall pkg=com.novaspirit.usbcleaver token=36 restoreSet=0
10-30 23:01:56.165  1444  1833 V BackupManagerService: [UserID:0] Finishing install immediately
10-30 23:01:56.166  1444  1833 D PackageInstallerSession: Marking session 1778444664 as applied
10-30 23:01:56.171  1444  1833 D CompatibilityChangeReporter: Compat change id reported: 168419799; UID 10244; state: DISABLED
10-30 23:01:56.171  1444  1833 D CompatibilityChangeReporter: Compat change id reported: 273564678; UID 10244; state: DISABLED
10-30 23:01:56.176  1444  2922 D CompatibilityChangeReporter: Compat change id reported: 218533173; UID 10244; state: DISABLED
10-30 23:01:56.180  1444  1444 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@Ay0
10-30 23:01:56.180  1444  1685 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
10-30 23:01:56.181  1444  5542 W BroadcastQueue: u0 Receiving a broadcast in packagecom.jr.narutoii requires a permissions review
10-30 23:01:56.181  1444  5542 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.jr.narutoii/com.joyriver.engine.proxy.EngineReceiver
10-30 23:01:56.191  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.android.buyer requires a permissions review
10-30 23:01:56.191  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.android.buyer/.mRve
10-30 23:01:56.193  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.packageinstaller/com.android.packageinstaller.PackageInstalledReceiver
10-30 23:01:56.193  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemonitor.impl.PackageMonitorReceiverImpl$RegisteredReceiver
10-30 23:01:56.193  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemonitor.backgroundimpl.BackgroundPackageMonitorReceiverImpl$RegisteredReceiver
10-30 23:01:56.193  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.games.chimera.GamesSystemBroadcastReceiverProxy
10-30 23:01:56.193  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.gass.chimera.PackageChangeBroadcastReceiver
10-30 23:01:56.193  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
10-30 23:01:56.193  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.googlequicksearchbox/com.google.android.apps.gsa.googlequicksearchbox.GelStubAppWatcher
10-30 23:01:56.193  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.cncd.japan.janli.shudu requires a permissions review
10-30 23:01:56.193  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.cncd.japan.janli.shudu/net.l.k.r
10-30 23:01:56.193  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.cncd.japan.janli.shudu requires a permissions review
10-30 23:01:56.193  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.cncd.japan.janli.shudu/com.feiwofour.coverscreen.SR
10-30 23:01:56.193  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.games.mengmeizhitd requires a permissions review
10-30 23:01:56.193  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.games.mengmeizhitd/hjnw.ihjnw.i.isqly
10-30 23:01:56.193  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.hgperfko.yaeghrwx requires a permissions review
10-30 23:01:56.193  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.hgperfko.yaeghrwx/.core.hLytdCQDBv
10-30 23:01:56.193  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.qiuqiu.dfmc requires a permissions review
10-30 23:01:56.193  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.qiuqiu.dfmc/cn.jpush.android.service.PushReceiver
10-30 23:01:56.193  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.safesys.viruskiller requires a permissions review
